"Year"	"Month"	"State"	"Location"	"Food"	"Ingredient"	"Species"	"Serotype"	"Status"	"Illnesses"	"Hospitalizations"	"Fatalities"
2006	"May"	"Washington"	"Restaurant"	"Sandwich, Deli"	"NA"	"Norovirus genogroup I"	"Unkown"	"Suspected"	4	0	0
2006	"May"	"Wisconsin"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup II"	"Unknown"	"Confirmed"	8	0	0
2006	"May"	"Wisconsin"	"Restaurant"	"Broccoli, Unspecified"	"NA"	"Norovirus genogroup II"	"Unknown"	"Confirmed"	48	2	0
2006	"May"	"Wisconsin"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup II"	"Unknown"	"Confirmed"	23	0	0
2006	"May"	"Wisconsin"	"Private Home/Residence"	"Homemade Cheese, Unpasteurized"	"NA"	"Campylobacter jejuni"	"Unkown"	"Confirmed"	58	2	0
2006	"June"	"California"	"Private Home/Residence"	"Multiple Foods"	"NA"	"Norovirus genogroup I"	"Unkown"	"Suspected"	8	0	0
2006	"June"	"California"	"Banquet Facility"	"Unkown"	"NA"	"Norovirus unknown"	"Unkown"	"Suspected"	28	0	0
2006	"June"	"California"	"Restaurant; Private Home/Residence"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	9	0	0
2006	"June"	"California"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	11	0	0
2006	"June"	"California"	"Restaurant"	"Unkown"	"NA"	"Escherichia coli, Enteropathogenic"	"Unkown"	"Suspected"	2	0	0
2006	"June"	"California"	"Restaurant"	"Chips, Tortilla; Chicken Dishes, Unspecified"	"NA"	"Norovirus unknown"	"Unkown"	"Confirmed"	21	0	0
2006	"June"	"California"	"Restaurant"	"Potato Salad"	"Root (Eg. Potato)"	"Norovirus unknown"	"Unkown"	"Suspected"	57	0	0
2006	"June"	"California"	"Restaurant"	"Unkown"	"NA"	"Salmonella enterica"	"Typhimurium"	"Confirmed"	5	0	0
2006	"June"	"California"	"Unknown"	"Unkown"	"NA"	"Salmonella enterica"	"Enteritidis"	"Confirmed"	16	0	0
2006	"June"	"California"	"Catering Service"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	15	1	0
2006	"June"	"California"	"Restaurant; Private Home/Residence"	"Oysters, Raw"	"NA"	"Vibrio parahaemolyticus"	"Unkown"	"Confirmed"	27	0	0
2006	"June"	"California"	"Banquet Facility"	"Chicken Skewers"	"NA"	"Salmonella enterica"	"Typhimurium"	"Confirmed"	39	0	0
2006	"June"	"Colorado"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup I"	"Unkown"	"Suspected"	11	0	0
2006	"June"	"Colorado"	"Restaurant"	"Sandwich, Speciality"	"NA"	"Norovirus genogroup I"	"Unkown"	"Suspected"	22	0	0
2006	"June"	"Colorado"	"Office/Indoor Workplace"	"Fish, Mahi Mahi"	"Fin Fish"	"Scombroid toxin"	"Unkown"	"Confirmed"	3	0	0
2006	"June"	"Colorado"	"Private Home/Residence"	"Unkown"	"NA"	"Norovirus genogroup I"	"Unkown"	"Confirmed"	9	0	0
2006	"June"	"Connecticut"	"Banquet Facility"	"Pizza, Vegetable"	"NA"	"Norovirus genogroup I"	"Unknown"	"Confirmed"	34	0	0
2006	"June"	"Delaware"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	8	1	0
2006	"June"	"Hawaii"	"Private Home/Residence"	"Fish, Roi"	"Fin Fish"	"Ciguatoxin"	"Unkown"	"Confirmed"	6	4	0
2006	"June"	"Hawaii"	"Private Home/Residence"	"Fish, Mahi Mahi"	"Fin Fish"	"Scombroid toxin"	"Unkown"	"Confirmed"	2	0	0
2006	"June"	"Hawaii"	"Private Home/Residence"	"Unkown"	"NA"	"Campylobacter jejuni"	"Unkown"	"Confirmed"	3	0	0
2006	"June"	"Illinois"	"Unkown"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	25	0	0
2006	"June"	"Illinois"	"Unkown"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	19	1	0
2006	"June"	"Illinois"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	6	0	0
2006	"June"	"Illinois"	"Restaurant"	"Unkown"	"NA"	"Escherichia coli, Shiga toxin-producing"	"O157:H7"	"Confirmed"	2	2	0
2006	"June"	"Kansas"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	8	0	0
2006	"June"	"Kansas"	"Restaurant"	"Fried Rice, Unspecified; Chinese"	"NA"	"Unkown"	"Unkown"	"Pending"	4	0	0
2006	"June"	"Maryland"	"Restaurant"	"Milkshake"	"Ice Cream"	"Unkown"	"Unkown"	"Pending"	6	0	0
2006	"June"	"Maryland"	"Private Home/Residence; Grocery Store"	"Unkown"	"NA"	"Norovirus genogroup II"	"Unknown"	"Confirmed"	24	0	0
2006	"June"	"Maryland"	"Restaurant"	"Lettuce, Unspecified; Tomato, Unspecified"	"NA"	"Salmonella enterica"	"Typhimurium"	"Confirmed"	18	4	0
2006	"June"	"Maryland"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup I"	"Unknown"	"Confirmed"	4	0	0
2006	"June"	"Maryland"	"Restaurant"	"Ribs, Pork"	"NA"	"Norovirus genogroup II"	"Unknown"	"Confirmed"	9	0	0
2006	"June"	"Michigan"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup II"	"Unknown"	"Confirmed"	72	3	0
2006	"June"	"Michigan"	"Restaurant"	"Unkown"	"NA"	"Salmonella enterica"	"Baildon"	"Confirmed"	21	2	0
2006	"June"	"Michigan"	"Restaurant"	"Sandwich, Turkey"	"NA"	"Norovirus genogroup II"	"Unknown"	"Confirmed"	17	0	0
2006	"June"	"Michigan"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	13	0	0
2006	"June"	"Minnesota"	"Restaurant"	"Soup, Other Vegetable-Based"	"NA"	"Salmonella enterica"	"Typhimurium"	"Confirmed"	50	6	0
2006	"June"	"Minnesota"	"Restaurant"	"Taco Or Nacho Salad"	"NA"	"Listeria unknown"	"Unkown"	"Confirmed"	2	0	0
2006	"June"	"Minnesota"	"Restaurant; Prison/Jail"	"Unkown"	"NA"	"Salmonella enterica"	"Paratyphi B"	"Confirmed"	9	2	0
2006	"June"	"Minnesota"	"Restaurant"	"Unkown"	"NA"	"Salmonella enterica"	"Typhimurium"	"Confirmed"	4	1	0
2006	"June"	"Minnesota"	"Restaurant"	"Fruit Salad"	"NA"	"Cyclospora cayatenensis"	"Unkown"	"Confirmed"	14	0	0
2006	"June"	"Montana"	"Private Home/Residence; Catering Service"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	25	3	0
2006	"June"	"Multistate"	"Restaurant"	"Tomato, Unspecified"	"NA"	"Salmonella enterica"	"Newport"	"Confirmed"	115	8	0
2006	"June"	"Multistate"	"Nursing Home/Assisted Living Facility; Hospital"	"Fruit Salad"	"NA"	"Salmonella enterica"	"Oranienburg"	"Confirmed"	41	7	0
2006	"June"	"New Jersey"	"Restaurant; Catering Service"	"Unkown"	"NA"	"Salmonella enterica"	"Heidelberg"	"Confirmed"	4	1	0
2006	"June"	"New York"	"Restaurant"	"Chicken, Teriyaki"	"Chicken"	"Staphylococcus aureus"	"Unkown"	"Suspected"	2	0	0
2006	"June"	"New York"	"Restaurant"	"Unkown"	"NA"	"Norovirus unknown"	"Unkown"	"Confirmed"	7	0	0
2006	"June"	"New York"	"Restaurant"	"Scallop, Conch, Sea Cucumber"	"NA"	"Salmonella enterica; Salmonella enterica"	"Heidelberg; Agona"	"Confirmed and Suspected"	32	0	0
2006	"June"	"New York"	"Restaurant"	"Lobster Salad; Sweet Rice With Crabmeat; Shark Fin Soup"	"NA"	"Unkown"	"Unkown"	"Pending"	24	0	0
2006	"June"	"New York"	"Restaurant"	"Green Salad"	"NA"	"Unkown"	"Unkown"	"Pending"	3	0	0
2006	"June"	"New York"	"Restaurant; Private Home/Residence; Grocery Store"	"Unkown"	"NA"	"Salmonella enterica"	"Saintpaul"	"Confirmed"	12	5	0
2006	"June"	"New York"	"Restaurant"	"Falafel"	"NA"	"Unkown"	"Unkown"	"Pending"	3	0	0
2006	"June"	"New York"	"Restaurant"	"Unkown"	"NA"	"Cyclospora cayatenensis"	"Unkown"	"Confirmed"	20	1	0
2006	"June"	"New York"	"Restaurant; Private Home/Residence"	"Unkown"	"NA"	"Salmonella enterica"	"Typhimurium"	"Confirmed"	9	4	0
2006	"June"	"North Dakota"	"Restaurant; Catering Service"	"Mixed Fruit"	"NA"	"Norovirus unknown"	"Unkown"	"Confirmed"	37	0	0
2006	"June"	"North Dakota"	"Catering Service"	"Unkown"	"NA"	"Norovirus genogroup II"	"Unknown"	"Confirmed"	4	0	0
2006	"June"	"Ohio"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
2006	"June"	"Ohio"	"Restaurant"	"Roast Beef, Unspecified"	"NA"	"Norovirus genogroup I"	"Unkown"	"Confirmed"	29	1	0
2006	"June"	"Ohio"	"Restaurant; Banquet Facility"	"Ice"	"NA"	"Norovirus genogroup I"	"Unkown"	"Confirmed"	38	1	0
2006	"June"	"Ohio"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	3	0	0
2006	"June"	"Ohio"	"Grocery Store"	"Unkown"	"NA"	"Norovirus genogroup I"	"Unkown"	"Confirmed"	14	1	0
2006	"June"	"Ohio"	"Restaurant"	"Potato Salad"	"NA"	"Norovirus genogroup I"	"Unkown"	"Confirmed"	100	1	0
2006	"June"	"Ohio"	"Restaurant"	"Multiple Cheeses, Pasteurized; Vegetable Tray; Beverage With Ice, Unspecified"	"NA"	"Norovirus genogroup I"	"Unkown"	"Confirmed"	20	0	0
2006	"June"	"Ohio"	"Restaurant"	"Guacamole, Unspecified"	"NA"	"Norovirus genogroup I"	"Unkown"	"Confirmed"	113	1	0
2006	"June"	"Oklahoma"	"Restaurant"	"Beef, Bbq"	"NA"	"Staphylococcus aureus"	"Unkown"	"Confirmed"	11	1	0
2006	"June"	"Oregon"	"Restaurant"	"Salsa, Unspecified"	"NA"	"Norovirus unknown"	"Unkown"	"Confirmed"	17	0	0
2006	"June"	"Oregon"	"Restaurant"	"Ice"	"NA"	"Norovirus unknown"	"Unkown"	"Confirmed"	17	0	0
2006	"June"	"Pennsylvania"	"Banquet Facility; Unknown"	"Unkown"	"NA"	"Norovirus unknown"	"Unkown"	"Confirmed"	30	1	0
2006	"June"	"Pennsylvania"	"Camp"	"Unkown"	"NA"	"Salmonella enterica"	"Heidelberg"	"Confirmed"	47	1	0
2006	"June"	"Pennsylvania"	"Nursing Home/Assisted Living Facility"	"Salad, Unspecified"	"NA"	"Norovirus genogroup I"	"Unkown"	"Confirmed"	37	8	0
2006	"June"	"Rhode Island"	"Restaurant; Banquet Facility"	"Unkown"	"NA"	"Norovirus unknown"	"Unkown"	"Confirmed"	22	1	0
2006	"June"	"South Carolina"	"Unkown"	"Unkown"	"NA"	"Norovirus genogroup II"	"Unknown"	"Confirmed"	35	0	0
2006	"June"	"Texas"	"Unkown"	"Unkown"	"NA"	"Norovirus genogroup I"	"Unkown"	"Confirmed"	49	1	0
2006	"June"	"Texas"	"Child Daycare"	"Salads"	"NA"	"Unkown"	"Unkown"	"Pending"	16	1	0
2006	"June"	"Washington"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	3	0	0
2006	"June"	"Washington"	"Restaurant"	"Lettuce-Based Salads Unspecified"	"NA"	"Unkown"	"Unkown"	"Pending"	5	0	0
2006	"June"	"West Virginia"	"Banquet Facility"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	22	1	0
2006	"June"	"Wisconsin"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup II"	"Unknown"	"Confirmed"	6	0	0
2006	"June"	"Wisconsin"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup II"	"Unknown"	"Confirmed"	9	0	0
2006	"June"	"Wisconsin"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup I"	"Unknown"	"Confirmed"	5	0	0
2006	"June"	"Wisconsin"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup II"	"Unknown"	"Confirmed"	28	0	0
2006	"July"	"Arizona"	"Restaurant; Grocery Store"	"Burrito, Beef"	"NA"	"Unkown"	"Unkown"	"Pending"	10	0	0
2006	"July"	"California"	"Banquet Facility"	"Unkown"	"NA"	"Bacillus cereus; Clostridium perfringens"	"Unkown"	"Suspected"	11	1	0
2006	"July"	"California"	"Restaurant"	"Chicken"	"NA"	"Bacillus cereus; Clostridium perfringens"	"Unkown"	"Suspected"	6	0	0
2006	"July"	"California"	"Grocery Store"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	23	1	0
2006	"July"	"California"	"Restaurant"	"Beans, Unspecified"	"NA"	"Bacillus cereus; Clostridium perfringens"	"Unkown"	"Suspected"	7	0	0
2006	"July"	"California"	"Private Home/Residence"	"Mixed Fruit"	"NA"	"Norovirus genogroup II"	"Unknown"	"Confirmed"	32	0	0
2006	"July"	"California"	"Private Home/Residence"	"Ice Cream, Homemade"	"NA"	"Salmonella enterica"	"Unkown"	"Confirmed"	6	0	0
2006	"July"	"California"	"Catering Service"	"Mutiple Mexican Foods"	"NA"	"Unkown"	"Unkown"	"Pending"	15	0	0
2006	"July"	"California"	"Restaurant"	"Unkown"	"NA"	"Norovirus unknown"	"Unkown"	"Suspected"	4	0	0
2006	"July"	"California"	"Restaurant"	"Chicken, Other"	"NA"	"Chemical or toxin"	"Unkown"	"Suspected"	2	0	0
2006	"July"	"California"	"Unkown"	"Milkshake"	"Egg"	"Salmonella enterica"	"Heidelberg"	"Confirmed"	5	1	0
2006	"July"	"California"	"Grocery Store"	"Watermelon"	"NA"	"Norovirus unknown"	"Unkown"	"Confirmed"	14	0	0
2006	"July"	"California"	"Restaurant"	"Oysters, Raw"	"Oysters, Raw"	"Vibrio parahaemolyticus"	"Unkown"	"Confirmed"	10	1	0
2006	"July"	"California"	"Restaurant"	"Unkown"	"NA"	"Norovirus unknown"	"Unkown"	"Suspected"	4	0	0
2006	"July"	"California"	"Catering Service"	"Muffin, Unspecified"	"NA"	"Norovirus unknown"	"Unkown"	"Suspected"	14	0	0
2006	"July"	"Colorado"	"Restaurant"	"Fish, Raw Fish"	"Fin Fish"	"Norovirus genogroup I"	"Unkown"	"Suspected"	13	0	0
2006	"July"	"Colorado"	"Private Home/Residence; Catering Service"	"Unkown"	"NA"	"Escherichia coli, Shiga toxin-producing"	"O157:H7"	"Confirmed"	20	3	0
2006	"July"	"Connecticut"	"Restaurant"	"Refried Beans, Unspecified"	"NA"	"Clostridium perfringens"	"Unkown"	"Confirmed"	12	1	0
2006	"July"	"Florida"	"Private Home/Residence"	"Clams"	"Clams"	"Neurotoxic shellfish poison"	"Unkown"	"Confirmed"	13	5	0
2006	"July"	"Florida"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
2006	"July"	"Georgia"	"Restaurant"	"Salads; Glazed Carrots"	"NA"	"Norovirus genogroup I"	"Unkown"	"Suspected"	40	0	0
2006	"July"	"Georgia"	"Restaurant"	"Dosai"	"NA"	"Salmonella enterica"	"Typhimurium"	"Confirmed"	3	1	0
2006	"July"	"Georgia"	"Grocery Store"	"Unkown"	"NA"	"Cyclospora cayatenensis"	"Unkown"	"Confirmed"	3	0	0
2006	"July"	"Hawaii"	"Camp"	"Unkown"	"NA"	"Norovirus genogroup I"	"Unkown"	"Confirmed"	54	0	0
2006	"July"	"Idaho"	"Restaurant"	"Unkown"	"NA"	"Salmonella enterica"	"Enteritidis"	"Confirmed"	16	3	0
2006	"July"	"Illinois"	"Restaurant; Private Home/Residence"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	10	0	0
2006	"July"	"Illinois"	"Restaurant; Private Home/Residence"	"Potato Salad; Pork, Unspecified; Beans, Baked"	"NA"	"Unkown"	"Unkown"	"Pending"	44	0	0
2006	"July"	"Illinois"	"Catering Service"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	18	0	0
2006	"July"	"Illinois"	"Restaurant; Banquet Facility"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	12	0	0
2006	"July"	"Illinois"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	2	1	0
2006	"July"	"Illinois"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	3	0	0
2006	"July"	"Indiana"	"Unkown"	"Unkown"	"NA"	"Norovirus unknown"	"Unkown"	"Confirmed"	21	0	0
2006	"July"	"Kansas"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	5	0	0
2006	"July"	"Kansas"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	4	0	0
2006	"July"	"Maine"	"Private Home/Residence"	"Macaroni"	"NA"	"Escherichia coli, Shiga toxin-producing"	"O157:H7"	"Confirmed"	5	2	0
2006	"July"	"Massachusetts"	"Unkown"	"Unkown"	"NA"	"Salmonella enterica"	"Typhimurium"	"Confirmed"	37	6	0
2006	"July"	"Massachusetts"	"Unkown"	"Strawberries; Blueberries"	"NA"	"Escherichia coli, Shiga toxin-producing"	"O26"	"Confirmed"	5	1	0
2006	"July"	"Michigan"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
2006	"July"	"Michigan"	"Restaurant"	"Unkown"	"NA"	"Cryptosporidium parvum"	"Unkown"	"Suspected"	12	0	0
2006	"July"	"Michigan"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	17	1	0
2006	"July"	"Michigan"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	5	1	0
2006	"July"	"Michigan"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	3	0	0
2006	"July"	"Michigan"	"Unkown"	"Salmon, Smoked"	"NA"	"Norovirus genogroup I"	"Unknown"	"Confirmed"	23	0	0
2006	"July"	"Minnesota"	"Restaurant"	"Ice Tea"	"NA"	"Norovirus genogroup I"	"Unkown"	"Confirmed"	14	0	0
2006	"July"	"Minnesota"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup I"	"Unkown"	"Confirmed"	30	0	0
2006	"July"	"Minnesota"	"Private Home/Residence; Religious Facility"	"Potato Salad; Ground Beef, Hamburger"	"Beef"	"Escherichia coli, Shiga toxin-producing"	"O157:H7"	"Confirmed"	17	9	1
2006	"July"	"Minnesota"	"Restaurant"	"Unkown"	"NA"	"Salmonella enterica"	"Miami"	"Confirmed"	3	2	0
2006	"July"	"Mississippi"	"Restaurant"	"Unkown"	"NA"	"Norovirus unknown"	"Unkown"	"Suspected"	7	0	0
2006	"July"	"New York"	"Restaurant"	"Clams, Raw"	"Clams, Raw"	"Vibrio parahaemolyticus"	"Unkown"	"Confirmed"	4	0	0
2006	"July"	"New York"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	5	0	0
2006	"July"	"New York"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	4	0	0
2006	"July"	"New York"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	3	0	0
2006	"July"	"New York"	"Restaurant"	"Tuna, Unspecified"	"Fin Fish"	"Scombroid toxin"	"Unkown"	"Confirmed"	2	0	0
2006	"July"	"New York"	"Banquet Facility"	"Tortellini, Cheese; Seafood Dish, Unspecified; Shrimp, Fried"	"Crustacean"	"Clostridium perfringens"	"Unkown"	"Confirmed"	55	0	0
2006	"July"	"New York"	"Restaurant"	"Seafood, Unspecified"	"Shellfish"	"Vibrio parahaemolyticus"	"Unkown"	"Suspected"	3	0	0
2006	"July"	"New York"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	3	0	0
2006	"July"	"New York"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	12	0	0
2006	"July"	"New York"	"Private Home/Residence; Fair/Festival"	"Unkown"	"NA"	"Salmonella enterica"	"Typhimurium"	"Confirmed"	17	6	0
2006	"July"	"New York"	"Unkown"	"Deli Meat, Sliced Turkey"	"Turkey"	"Salmonella enterica"	"Saintpaul"	"Confirmed"	3	0	0
2006	"July"	"North Carolina"	"School/College/University"	"Unkown"	"NA"	"Norovirus unknown"	"Unkown"	"Confirmed"	43	0	0
2006	"July"	"North Carolina"	"Unkown"	"Tap Water"	"NA"	"Hepatitis A"	"Unkown"	"Confirmed"	14	1	0
2006	"July"	"Ohio"	"Unkown"	"Soda, Unspecified"	"NA"	"Chemical or toxin"	"Unkown"	"Suspected"	2	0	0
2006	"July"	"Ohio"	"Private Home/Residence"	"Unkown"	"NA"	"Norovirus genogroup I"	"Unkown"	"Confirmed"	36	1	0
2006	"July"	"Ohio"	"Catering Service"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
2006	"July"	"Oklahoma"	"Restaurant"	"Unspecified Vegetables; Lettuce Based Salads; Shrimp Dishes Unspecified"	"NA"	"Norovirus genogroup II"	"Unknown"	"Confirmed"	21	0	0
2006	"July"	"Oregon"	"Private Home/Residence"	"Unkown"	"NA"	"Norovirus unknown"	"Unkown"	"Confirmed"	9	0	0
2006	"July"	"Oregon"	"Catering Service"	"Unkown"	"NA"	"Campylobacter jejuni"	"Unkown"	"Confirmed"	12	0	0
2006	"July"	"Oregon"	"Restaurant"	"Ham, Other"	"NA"	"Norovirus unknown"	"Unkown"	"Confirmed"	16	0	0
2006	"July"	"Oregon"	"Fair/Festival"	"Unkown"	"NA"	"Norovirus genogroup II"	"Unknown"	"Confirmed"	34	0	0
2006	"July"	"Pennsylvania"	"Private Home/Residence; Catering Service"	"Pork, Roasted"	"NA"	"Bacillus cereus"	"Unkown"	"Confirmed"	20	0	0
2006	"July"	"Pennsylvania"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	6	0	0
2006	"July"	"Pennsylvania"	"Private Home/Residence"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	8	0	0
2006	"July"	"Pennsylvania"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	50	0	0
2006	"July"	"Pennsylvania"	"Unknown"	"Unkown"	"NA"	"Campylobacter fetus"	"Unkown"	"Confirmed"	2	1	0
2006	"July"	"South Carolina"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup II"	"Unknown"	"Confirmed"	28	0	0
2006	"July"	"Tennessee"	"Restaurant"	"Pork, Bbq"	"NA"	"Salmonella enterica"	"Anatum"	"Confirmed"	55	7	0
2006	"July"	"Tennessee"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	4	0	0
2006	"July"	"Tennessee"	"Private Home/Residence"	"Unkown"	"NA"	"Norovirus unknown"	"Unkown"	"Suspected"	29	0	0
2006	"July"	"Texas"	"Private Home/Residence"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	8	5	0
2006	"July"	"Virginia"	"Unkown"	"Watermelon"	"NA"	"Campylobacter jejuni"	"Unkown"	"Confirmed"	15	1	0
2006	"July"	"Washington"	"Restaurant"	"Clams, Steamed; Mussels, Steamed"	"NA"	"Bacterium"	"Unkown"	"Suspected"	2	0	0
2006	"July"	"Wisconsin"	"Restaurant"	"Beef/Steak Dish, Other"	"NA"	"Norovirus genogroup II"	"Unknown"	"Confirmed"	15	2	0
2006	"July"	"Wisconsin"	"Banquet Facility; Catering Service"	"Cake, Unspecified"	"NA"	"Norovirus genogroup II"	"Unknown"	"Confirmed"	62	0	0
2006	"August"	"Arizona"	"Restaurant"	"Fish, Escolar"	"NA"	"Histamine"	"Unkown"	"Confirmed"	5	0	0
2006	"August"	"California"	"Religious Facility"	"Potato, Boiled"	"NA"	"Salmonella enterica"	"Newport"	"Confirmed"	27	2	0
2006	"August"	"California"	"Catering Service"	"Caesar Salad; Crab Cakes"	"NA"	"Norovirus genogroup II"	"Unknown"	"Confirmed"	9	1	0
2006	"August"	"California"	"Catering Service"	"Caesar Salad; Salad, Other; Bread, Unspecified"	"NA"	"Norovirus genogroup II"	"Unknown"	"Confirmed"	36	1	0
2006	"August"	"California"	"Restaurant"	"Fish, Ahi"	"NA"	"Scombroid toxin"	"Unkown"	"Confirmed"	2	0	0
2006	"August"	"California"	"Private Home/Residence"	"Unkown"	"NA"	"Salmonella enterica"	"Newport"	"Confirmed"	5	1	0
2006	"August"	"California"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	3	0	0
2006	"August"	"California"	"Banquet Facility"	"Unkown"	"NA"	"Norovirus genogroup II"	"Unknown"	"Confirmed"	17	1	0
2006	"August"	"California"	"School/College/University"	"Unkown"	"NA"	"Norovirus genogroup I"	"Unkown"	"Confirmed"	12	0	0
2006	"August"	"California"	"Private Home/Residence"	"Chicken"	"Chicken"	"Salmonella enterica"	"Agona"	"Confirmed"	40	0	0
2006	"August"	"California"	"Restaurant"	"French Fries"	"NA"	"Chemical or toxin"	"Unkown"	"Suspected"	4	0	0
2006	"August"	"California"	"Restaurant"	"Crab, Unspecified"	"NA"	"Parasite"	"Unkown"	"Confirmed"	18	2	0
2006	"August"	"Colorado"	"Banquet Facility"	"Unkown"	"NA"	"Norovirus genogroup I"	"Unkown"	"Suspected"	90	0	0
2006	"August"	"Colorado"	"Restaurant; Banquet Facility"	"Unkown"	"NA"	"Norovirus genogroup I"	"Unkown"	"Suspected"	22	0	0
2006	"August"	"Colorado"	"Catering Service; Unknown"	"Unkown"	"NA"	"Campylobacter unknown"	"Unkown"	"Confirmed"	67	0	0
2006	"August"	"Colorado"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	36	0	0
2006	"August"	"Colorado"	"Private Home/Residence"	"Unkown"	"NA"	"Salmonella enterica"	"Enteritidis"	"Confirmed"	12	0	0
2006	"August"	"Connecticut"	"Restaurant"	"Deli Meat, Unspecified"	"NA"	"Norovirus genogroup I"	"Unknown"	"Confirmed"	11	0	0
2006	"August"	"Connecticut"	"Restaurant"	"Pork, Bbq"	"NA"	"Unkown"	"Unkown"	"Pending"	29	1	0
2006	"August"	"Florida"	"Private Home/Residence"	"Sphyraena Barracuda"	"Fin Fish"	"Ciguatoxin"	"Unkown"	"Confirmed"	5	1	0
2006	"August"	"Georgia"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup I"	"Unkown"	"Suspected"	11	0	0
2006	"August"	"Georgia"	"Restaurant"	"Sandwich, Roast Beef"	"Beef"	"Salmonella enterica"	"Montevideo"	"Confirmed"	72	19	0
2006	"August"	"Illinois"	"Restaurant"	"Unkown"	"NA"	"Salmonella enterica"	"Newport"	"Confirmed"	9	3	0
2006	"August"	"Illinois"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup I"	"Unkown"	"Suspected"	3	0	0
2006	"August"	"Illinois"	"Restaurant"	"Sandwich, Club"	"NA"	"Unkown"	"Unkown"	"Pending"	39	0	0
2006	"August"	"Illinois"	"Restaurant"	"Sandwich, Turkey"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
2006	"August"	"Illinois"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup I"	"Unkown"	"Confirmed"	5	1	0
2006	"August"	"Indiana"	"Restaurant"	"Unkown"	"NA"	"Norovirus unknown"	"Unkown"	"Confirmed"	28	0	0
2006	"August"	"Kansas"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
